VulnerabilityID,PkgName,InstalledVersion,FixedVersion,Title,Description,Severity,References
CVE-2017-13733,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function fmt_entry,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484290', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13733']"
CVE-2017-13734,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_safe_strcat,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484291', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13734']"
CVE-2017-16879,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in the _nc_write_entry function,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic.",MEDIUM,"['http://invisible-island.net/ncurses/NEWS.html#t20171125', 'http://packetstormsecurity.com/files/145045/GNU-ncurses-6.0-tic-Denial-Of-Service.html', 'https://security.gentoo.org/glsa/201804-13', 'https://tools.cisco.com/security/center/viewAlert.x?alertId=57695', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-16879']"
CVE-2017-11113,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Null pointer dereference vulnerability in _nc_parse_entry function,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464691', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11113']"
CVE-2017-13731,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function postprocess_termcap(),There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484285', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13731']"
CVE-2018-20839,libudev1,229-4ubuntu21.21,,systemd: mishandling of the current keyboard mode check leading to passwords being disclosed in cleartext to attacker,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled.",MEDIUM,"['http://www.securityfocus.com/bid/108389', 'https://bugs.launchpad.net/ubuntu/+source/systemd/+bug/1803993', 'https://github.com/systemd/systemd/commit/9725f1a10f80f5e0ae7d9b60547458622aeb322f', 'https://github.com/systemd/systemd/pull/12378', 'https://security.netapp.com/advisory/ntap-20190530-0002/']"
CVE-2018-16888,libudev1,229-4ubuntu21.21,,systemd: kills privileged process if unprivileged PIDFile was tampered,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",LOW,"['https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-16888', 'https://security.netapp.com/advisory/ntap-20190307-0007/', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-16888']"
CVE-2016-2779,libuuid1,2.27.1-6ubuntu3.6,,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",HIGH,"['http://www.openwall.com/lists/oss-security/2016/02/27/1', 'http://www.openwall.com/lists/oss-security/2016/02/27/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815922', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2779']"
CVE-2016-5011,libuuid1,2.27.1-6ubuntu3.6,,util-linux: Extended partition loop in MBR partition table leads to DOS,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.,MEDIUM,"['http://rhn.redhat.com/errata/RHSA-2016-2605.html', 'http://www-01.ibm.com/support/docview.wss?uid=isg3T1024543', 'http://www-01.ibm.com/support/docview.wss?uid=nas8N1021801', 'http://www.openwall.com/lists/oss-security/2016/07/11/2', 'http://www.securityfocus.com/bid/91683', 'http://www.securitytracker.com/id/1036272', 'https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=7164a1c3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5011']"
CVE-2017-12424,login,1:4.2-3.1ubuntu5.4,,shadow-utils: Buffer overflow via newusers tool,"In shadow before 4.5, the newusers tool could be made to manipulate internal data structures in ways unintended by the authors. Malformed input may lead to crashes (with a buffer overflow or other memory corruption) or other unspecified behaviors. This crosses a privilege boundary in, for example, certain web-hosting environments in which a Control Panel allows an unprivileged user account to create subaccounts.",HIGH,"['https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=756630', 'https://bugs.launchpad.net/ubuntu/+source/shadow/+bug/1266675', 'https://github.com/shadow-maint/shadow/commit/954e3d2e7113e9ac06632aee3c69b8d818cc8952', 'https://security.gentoo.org/glsa/201710-16', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12424']"
CVE-2018-7169,login,1:4.2-3.1ubuntu5.4,,shadow-utils: newgidmap allows unprivileged user to drop supplementary groups potentially allowing privilege escalation,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",MEDIUM,"['https://bugs.launchpad.net/ubuntu/+source/shadow/+bug/1729357', 'https://security.gentoo.org/glsa/201805-09']"
CVE-2013-4235,login,1:4.2-3.1ubuntu5.4,,shadow-utils: TOCTOU race conditions by copying and removing directory trees,"** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.
    
A TOCTOU race condition was discovered in shadow-utils. A local attacker with write privileges in a directory removed or copied by usermod/userdel could potentially exploit this flaw, when the administrator invokes usermod/userdel, to delete or modify other files on the system.",LOW,
CVE-2016-2779,mount,2.27.1-6ubuntu3.6,,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",HIGH,"['http://www.openwall.com/lists/oss-security/2016/02/27/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815922', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2779', 'http://www.openwall.com/lists/oss-security/2016/02/27/1']"
CVE-2016-5011,mount,2.27.1-6ubuntu3.6,,util-linux: Extended partition loop in MBR partition table leads to DOS,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.,MEDIUM,"['http://www.openwall.com/lists/oss-security/2016/07/11/2', 'http://www.securityfocus.com/bid/91683', 'http://www.securitytracker.com/id/1036272', 'https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=7164a1c3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5011', 'http://rhn.redhat.com/errata/RHSA-2016-2605.html', 'http://www-01.ibm.com/support/docview.wss?uid=isg3T1024543', 'http://www-01.ibm.com/support/docview.wss?uid=nas8N1021801']"
CVE-2018-6485,multiarch-support,2.23-0ubuntu11,,glibc: Integer overflow in posix_memalign in memalign functions,"An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library (aka glibc or libc6) 2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption.",HIGH,"['https://security.netapp.com/advisory/ntap-20190404-0003/', 'https://sourceware.org/bugzilla/show_bug.cgi?id=22343', 'https://www.oracle.com/technetwork/security-advisory/cpuapr2019-5072813.html', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-6485', 'http://bugs.debian.org/878159', 'http://www.securityfocus.com/bid/102912', 'https://access.redhat.com/errata/RHBA-2019:0327', 'https://access.redhat.com/errata/RHSA-2018:3092']"
CVE-2017-18269,multiarch-support,2.23-0ubuntu11,,glibc: memory corruption in memcpy-sse2-unaligned.S,"An SSE2-optimized memmove implementation for i386 in sysdeps/i386/i686/multiarch/memcpy-sse2-unaligned.S in the GNU C Library (aka glibc or libc6) 2.21 through 2.27 does not correctly perform the overlapping memory check if the source memory range spans the middle of the address space, resulting in corrupt data being produced by the copy operation. This may disclose information to context-dependent attackers, or result in a denial of service, or, possibly, code execution.",HIGH,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-18269', 'https://github.com/fingolfin/memmove-bug', 'https://security.netapp.com/advisory/ntap-20190329-0001/', 'https://security.netapp.com/advisory/ntap-20190401-0001/', 'https://sourceware.org/bugzilla/show_bug.cgi?id=22644', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;h=cd66c0e584c6d692bc8347b5e72723d02b8a8ada']"
CVE-2019-9169,multiarch-support,2.23-0ubuntu11,,glibc: regular-expression match via proceed_next_node in posix/regexec.c leads to heap-based buffer over-read,"In the GNU C Library (aka glibc or libc6) through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match.",HIGH,"['https://debbugs.gnu.org/cgi/bugreport.cgi?bug=34140', 'https://debbugs.gnu.org/cgi/bugreport.cgi?bug=34142', 'https://support.f5.com/csp/article/K54823184', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-9169', 'http://www.securityfocus.com/bid/107160', 'https://kc.mcafee.com/corporate/index?page=content&id=SB10278', 'https://security.netapp.com/advisory/ntap-20190315-0002/', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24114', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;a=commit;h=583dd860d5b833037175247230a328f0050dbfe9']"
CVE-2018-11236,multiarch-support,2.23-0ubuntu11,,glibc: Integer overflow in stdlib/canonicalize.c on 32-bit architectures leading to stack-based buffer overflow,"stdlib/canonicalize.c in the GNU C Library (aka glibc or libc6) 2.27 and earlier, when processing very long pathname arguments to the realpath function, could encounter an integer overflow on 32-bit architectures, leading to a stack-based buffer overflow and, potentially, arbitrary code execution.",HIGH,"['http://www.securityfocus.com/bid/104255', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;h=5460617d1567657621107d895ee2dd83bc1f88f2', 'https://security.netapp.com/advisory/ntap-20190329-0001/', 'https://security.netapp.com/advisory/ntap-20190401-0001/', 'https://sourceware.org/bugzilla/show_bug.cgi?id=22786', 'https://www.oracle.com/technetwork/security-advisory/cpuapr2019-5072813.html', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-11236', 'https://access.redhat.com/errata/RHBA-2019:0327', 'https://access.redhat.com/errata/RHSA-2018:3092']"
CVE-2017-12133,multiarch-support,2.23-0ubuntu11,,glibc: Use-after-free read access in clntudp_call in sunrpc,Use-after-free vulnerability in the clntudp_call function in sunrpc/clnt_udp.c in the GNU C Library (aka glibc or libc6) before 2.26 allows remote attackers to have unspecified impact via vectors related to error path.,MEDIUM,"['https://sourceware.org/bugzilla/show_bug.cgi?id=21115', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;h=d42eed4a044e5e10dfb885cf9891c2518a72a491', 'https://www.securityfocus.com/bid/100679', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12133', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/SYZL6PAKI73XYRJYL5VLDGA4FFGWMB7A/']"
CVE-2018-11237,multiarch-support,2.23-0ubuntu11,,glibc: Buffer overflow in __mempcpy_avx512_no_vzeroupper,"An AVX-512-optimized implementation of the mempcpy function in the GNU C Library (aka glibc or libc6) 2.27 and earlier may write data beyond the target buffer, leading to a buffer overflow in __mempcpy_avx512_no_vzeroupper.",MEDIUM,"['https://security.netapp.com/advisory/ntap-20190401-0001/', 'https://access.redhat.com/errata/RHSA-2018:3092', 'https://security.netapp.com/advisory/ntap-20190329-0001/', 'https://sourceware.org/bugzilla/show_bug.cgi?id=23196', 'https://www.exploit-db.com/exploits/44750/', 'https://www.oracle.com/technetwork/security-advisory/cpuapr2019-5072813.html', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-11237', 'http://www.securityfocus.com/bid/104256', 'https://access.redhat.com/errata/RHBA-2019:0327']"
CVE-2015-8985,multiarch-support,2.23-0ubuntu11,,glibc: potential denial of service in pop_fail_stack(),The pop_fail_stack function in the GNU C Library (aka glibc or libc6) allows context-dependent attackers to cause a denial of service (assertion failure and application crash) via vectors related to extended regular expression processing.,MEDIUM,"['https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=779392', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-8985', 'http://www.openwall.com/lists/oss-security/2017/02/14/9', 'http://www.securityfocus.com/bid/76916']"
CVE-2018-20796,multiarch-support,2.23-0ubuntu11,,glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c,"In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(\227|)(\\1\\1|t1|\\\2537)+' in grep.",MEDIUM,"['http://www.securityfocus.com/bid/107160', 'https://debbugs.gnu.org/cgi/bugreport.cgi?bug=34141', 'https://lists.gnu.org/archive/html/bug-gnulib/2019-01/msg00108.html', 'https://security.netapp.com/advisory/ntap-20190315-0002/']"
CVE-2016-10739,multiarch-support,2.23-0ubuntu11,,glibc: getaddrinfo should reject IP addresses with trailing characters,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings.",MEDIUM,"['http://www.securityfocus.com/bid/106672', 'https://bugzilla.redhat.com/show_bug.cgi?id=1347549', 'https://sourceware.org/bugzilla/show_bug.cgi?id=20018', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-10739', 'http://lists.opensuse.org/opensuse-security-announce/2019-04/msg00082.html']"
CVE-2009-5155,multiarch-support,2.23-0ubuntu11,,glibc: parse_reg_exp in posix/regcomp.c misparses alternatives leading to denial of service or trigger incorrect result,"In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match.",MEDIUM,"['https://debbugs.gnu.org/cgi/bugreport.cgi?bug=32806', 'https://debbugs.gnu.org/cgi/bugreport.cgi?bug=34238', 'https://sourceware.org/bugzilla/show_bug.cgi?id=18986', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;h=eb04c21373e2a2885f3d52ff192b0499afe3c672', 'https://support.f5.com/csp/article/K64119434', 'http://git.savannah.gnu.org/cgit/gnulib.git/commit/?id=5513b40999149090987a0341c018d05d3eea1272', 'https://security.netapp.com/advisory/ntap-20190315-0002/', 'https://sourceware.org/bugzilla/show_bug.cgi?id=11053', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2009-5155', 'https://debbugs.gnu.org/cgi/bugreport.cgi?bug=22793']"
CVE-2015-5180,multiarch-support,2.23-0ubuntu11,,glibc: DNS resolver NULL pointer dereference with crafted record type,res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash).,MEDIUM,"['https://access.redhat.com/errata/RHSA-2018:0805', 'https://security.gentoo.org/glsa/201706-19', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-5180', 'https://sourceware.org/bugzilla/show_bug.cgi?id=18784', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;h=fc82b0a2dfe7dbd35671c10510a8da1043d746a5', 'https://sourceware.org/ml/libc-alpha/2017-02/msg00079.html', 'http://www.securityfocus.com/bid/99324', 'http://www.ubuntu.com/usn/USN-3239-1', 'http://www.ubuntu.com/usn/USN-3239-2', 'https://bugzilla.redhat.com/show_bug.cgi?id=1249603', 'https://sourceware.org/bugzilla/attachment.cgi?id=8492']"
CVE-2017-12132,multiarch-support,2.23-0ubuntu11,,glibc: Fragmentation attacks possible when EDNS0 is enabled,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation.",MEDIUM,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12132', 'http://www.securityfocus.com/bid/100598', 'https://access.redhat.com/errata/RHSA-2018:0805', 'https://arxiv.org/pdf/1205.4011.pdf', 'https://sourceware.org/bugzilla/show_bug.cgi?id=21361']"
CVE-2016-10228,multiarch-support,2.23-0ubuntu11,,glibc: iconv program can hang when invoked with the -c option,"The iconv program in the GNU C Library (aka glibc or libc6) 2.25 and earlier, when invoked with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service.",MEDIUM,"['http://www.securityfocus.com/bid/96525', 'https://sourceware.org/bugzilla/show_bug.cgi?id=19519', 'http://openwall.com/lists/oss-security/2017/03/01/10']"
CVE-2019-9192,multiarch-support,2.23-0ubuntu11,,glibc: uncontrolled recursion in function check_dst_limits_calc_pos_1 in posix/regexec.c,"** DISPUTED ** In the GNU C Library (aka glibc or libc6) through 2.29, check_dst_limits_calc_pos_1 in posix/regexec.c has Uncontrolled Recursion, as demonstrated by '(|)(\\1\\1)*' in grep, a different issue than CVE-2018-20796. NOTE: the software maintainer disputes that this is a vulnerability because the behavior occurs only with a crafted pattern.",MEDIUM,['https://sourceware.org/bugzilla/show_bug.cgi?id=24269']
CVE-2019-7309,multiarch-support,2.23-0ubuntu11,,glibc: memcmp function incorrectly returns zero,"In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most significant bit is mishandled.",LOW,"['http://www.securityfocus.com/bid/106835', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24155', 'https://sourceware.org/ml/libc-alpha/2019-02/msg00041.html', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-7309']"
CVE-2017-10685,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow caused by format string vulnerability in fmt_entry function,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464692', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10685']"
CVE-2017-10684,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in fmt_entry function in dump_entry.c,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464687', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10684']"
CVE-2017-13729,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the _nc_save_str function,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484276', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13729']"
CVE-2017-13732,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function dump_uses(),There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484287', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13732']"
CVE-2017-13730,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_read_entry_source(),There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484284', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13730']"
CVE-2017-11112,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in append_acs function,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11112', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464686']"
CVE-2017-13728,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Infinite loop in the next_char function,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484274', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13728']"
CVE-2017-11113,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Null pointer dereference vulnerability in _nc_parse_entry function,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464691', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11113']"
CVE-2017-16879,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in the _nc_write_entry function,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic.",MEDIUM,"['https://tools.cisco.com/security/center/viewAlert.x?alertId=57695', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-16879', 'http://invisible-island.net/ncurses/NEWS.html#t20171125', 'http://packetstormsecurity.com/files/145045/GNU-ncurses-6.0-tic-Denial-Of-Service.html', 'https://security.gentoo.org/glsa/201804-13']"
CVE-2017-13734,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_safe_strcat,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484291', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13734']"
CVE-2017-13731,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function postprocess_termcap(),There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484285', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13731']"
CVE-2017-13733,ncurses-base,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function fmt_entry,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484290', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13733']"
CVE-2017-10685,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow caused by format string vulnerability in fmt_entry function,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464692', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10685']"
CVE-2017-10684,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in fmt_entry function in dump_entry.c,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10684', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464687']"
CVE-2017-16879,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in the _nc_write_entry function,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic.",MEDIUM,"['http://invisible-island.net/ncurses/NEWS.html#t20171125', 'http://packetstormsecurity.com/files/145045/GNU-ncurses-6.0-tic-Denial-Of-Service.html', 'https://security.gentoo.org/glsa/201804-13', 'https://tools.cisco.com/security/center/viewAlert.x?alertId=57695', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-16879']"
CVE-2017-13734,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_safe_strcat,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13734', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484291']"
CVE-2017-13732,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function dump_uses(),There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13732', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484287']"
CVE-2017-13733,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function fmt_entry,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484290', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13733']"
